2018-02-27 16:45:20.869 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/upload],methods=[POST]}" onto public java.lang.String com.personal.controller.UploadController.upload(javax.servlet.http.HttpServletRequest,org.springframework.web.multipart.MultipartFile)
2018-02-27 16:45:20.871 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/add],methods=[POST]}" onto public java.lang.String com.personal.controller.UserController.add()
2018-02-27 16:45:20.871 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/find/{id}],methods=[GET]}" onto public com.personal.entity.User com.personal.controller.UserController.find(java.lang.Integer)
2018-02-27 16:45:20.871 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/delete],methods=[POST]}" onto public java.lang.String com.personal.controller.UserController.delete(java.lang.Long)
2018-02-27 16:45:20.872 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/age],methods=[POST]}" onto public java.util.List<com.personal.entity.User> com.personal.controller.UserController.age(java.lang.String)
2018-02-27 16:45:20.872 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/toEdit],methods=[GET]}" onto public java.lang.String com.personal.controller.UserController.toEdit(org.springframework.ui.Model,java.lang.Long)
2018-02-27 16:45:20.872 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/cutpage],methods=[POST]}" onto public java.util.List<com.personal.entity.User> com.personal.controller.UserController.cutPage(int)
2018-02-27 16:45:20.872 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/userList],methods=[GET]}" onto public java.lang.String com.personal.controller.UserController.findList(org.springframework.ui.Model)
2018-02-27 16:45:20.872 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/deleteQuery],methods=[POST]}" onto public java.lang.String com.personal.controller.UserController.deleteQuery()
2018-02-27 16:45:20.873 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/getOAuth2UserInfo]}" onto public me.chanjar.weixin.mp.bean.result.WxMpUser com.personal.controller.WxController.getOAuth2UserInfo(javax.servlet.http.HttpServletResponse,java.lang.String)
2018-02-27 16:45:20.873 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/v2/api-docs],methods=[GET]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String)
2018-02-27 16:45:20.876 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2018-02-27 16:45:20.876 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2018-02-27 16:45:20.877 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2018-02-27 16:45:21.348 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain -Creating filter chain: Ant [pattern='/**', OPTIONS], []
